ID,Fecha_Creacion,Contenido,Calificacion,Valoracion,likes,dislikes,fecha_compra,Numero de Palabras,Palabras_Prohibidas,Imagenes,Reacciones,atributos,Variación_Atributos
MLM1913773311,2023-10-18T22:48:35Z,"Buena calidad de impresión, materiales resistentes y se ve muy bien.",0,5,0,0,2023-10-16T00:05:10Z,11,0,0,,,
MLM2416372878,2023-11-07T23:20:00Z,Muy bien y resistente y facil de armar.,0,5,0,0,2023-09-07T00:13:11Z,8,0,0,,,
MLM1933752993,2023-12-21T21:11:54Z,,0,5,0,0,2023-12-19T17:37:12Z,0,0,1,,,
MLM1658203332,2023-07-14T02:13:52Z,"Muy bonito, se ve hermoso.",0,5,0,0,2023-07-07T20:30:15Z,5,0,0,,,
MLM1321828294,2021-11-06T13:21:07Z,Muy padres aunque con el aire se caen la tela negra.,0,5,0,0,2021-10-14T15:40:01Z,11,0,0,,,
MLM1570238216,2023-07-26T02:14:24Z,Muy buenos muchas gracias.,0,5,0,0,2023-07-21T07:34:41Z,4,0,0,,,
MLM1570238216,2023-07-09T12:52:53Z,"Me gustaron mucho, era lo que esperaba.",0,5,0,0,2023-07-02T16:14:56Z,7,0,0,,,
MLM1854592241,2023-11-19T06:25:22Z,Muy bonitos.,0,5,0,0,2023-11-04T18:17:20Z,2,0,0,,,
MLM1340960644,2023-11-30T21:22:36Z,"Me gusta mucho.
Es lo que esperaba.
Satisfacción completa.",0,5,0,0,2023-10-31T15:18:38Z,9,0,0,,,
MLM1340960644,2022-03-06T12:57:50Z,"Me gusto mucho, y de buena calidad.",0,5,0,0,2022-02-04T14:40:34Z,7,0,0,,,
MLM739937519,2022-09-20T21:30:51Z,"Excelente, muy bonito en verdad justamente lo que necesitaba para mí decoración.",0,5,0,0,2022-09-04T19:38:03Z,12,0,0,,,
MLM1451207549,2023-09-15T04:14:58Z,Me encantó!.,0,5,0,0,2023-09-10T15:22:45Z,2,0,1,,,
MLM2082787390,2023-08-14T03:17:27Z,Quedé encantada!.,0,5,0,0,2023-06-04T20:31:51Z,2,0,0,,,
MLM806352132,2023-11-28T08:23:35Z,"Es un poco más pequeño de lo que pensé, pero la calidad es superior, tiene un efecto de seda al tacto.",0,5,0,0,2023-10-04T07:11:51Z,21,0,0,,,
