ID,Titulo,ID_Seller,Precio,Inventario_Inicial,link,Fecha de Creacion,Ultima_Actualizacion,Salud,Categoria,Ventas,Atributos,Descripción
MLM2429594520,Litera Para Colchones Individual - Individual Modelo Valki Color Gris,459208892,4429.0,215,https://articulo.mercadolibre.com.mx/MLM-2429594520-litera-para-colchones-individual-individual-modelo-valki-color-gris-_JM,2023-08-19T20:00:50.000Z,2024-01-12T06:00:16.000Z,,MLM121838,240,"[{'': ['Tamaño de la cama', 'Individual']}, {'': ['Tipo de cama', 'Litera']}, {'': ['Marca', 'Atlas Del Descanso']}, {'': ['Color', 'Gris']}, {'': ['Código universal de producto', '7501101107719']}, {'': ['Altura', '150 cm']}, {'': ['Condición del ítem', 'Nuevo']}, {'': ['Largo', '207 cm']}, {'': ['Color principal', 'Gris']}, {'': ['Materiales', 'Metal']}, {'': ['Peso máximo soportado por cama', None]}, {'': ['Modelo', 'Divana']}, {'': ['Requiere ensamblado', 'Sí']}, {'': ['SKU', '21030681']}, {'': ['Peso', '32 kg']}, {'': ['Ancho', '107 cm']}, {'': ['Con escalera', 'Sí']}]","Comodidad y estilo para dormir, descansar, leer tu libro preferido o mirar una serie en la televisión."
MLM2594989722,Base Para Cama Plegable Jaco Matrimonial Color Negro,1365574820,2699.0,92,https://articulo.mercadolibre.com.mx/MLM-2594989722-base-para-cama-plegable-jaco-matrimonial-color-negro-_JM,2023-10-09T16:47:33.000Z,2024-01-11T15:35:51.000Z,,MLM121838,114,"[{'': ['Tamaño de la cama', 'Matrimonial']}, {'': ['Tipo de cama', 'Plegable']}, {'': ['Marca', 'Jaco']}, {'': ['Color', 'Negro']}, {'': ['Código universal de producto', '7501441313047']}, {'': ['Altura', '36 cm']}, {'': ['Condición del ítem', 'Nuevo']}, {'': ['Largo', '200 cm']}, {'': ['Color principal', 'Negro']}, {'': ['Materiales', 'Metal']}, {'': ['Peso máximo soportado por cama', '150 kg']}, {'': ['Modelo', '056-01-02']}, {'': ['Requiere ensamblado', 'No']}, {'': ['SKU', 'J-Matrimonial']}, {'': ['Peso', '15 kg']}, {'': ['Ancho', '135 cm']}]","La Base Cama Plegable Matrimonial en color negro de la marca Jaco es la opción perfecta para aquellos que buscan comodidad y practicidad en su hogar. Con un tamaño ideal para parejas, esta cama plegable ofrece la posibilidad de ahorrar espacio cuando no está en uso. Fabricada con materiales de alta calidad, como el metal, garantiza resistencia y durabilidad. Además, su diseño en color negro le brinda un toque elegante y moderno a cualquier habitación. No requiere ensamblado, por lo que podrás disfrutar de tu nueva cama de forma rápida y sencilla."
MLM1964916059,Recamara - Base Y Cabecera Madera Tapiz Gris Matrimonial,294130696,3685.03,250,https://articulo.mercadolibre.com.mx/MLM-1964916059-recamara-base-y-cabecera-madera-tapiz-gris-matrimonial-_JM,2023-10-17T16:17:10.000Z,2024-01-12T06:02:51.000Z,,MLM121838,325,"[{'': ['Es litera', 'No']}, {'': ['Tamaño de la cama', 'Matrimonial']}, {'': ['Tipo de cama', 'Moderna']}, {'': ['Marca', 'Cima']}, {'': ['Color', 'Gris']}, {'': ['Altura', '25 cm']}, {'': ['Condición del ítem', 'Nuevo']}, {'': ['Largo', '190 cm']}, {'': ['Color principal', 'Gris']}, {'': ['Materiales', 'Madera,Linogris,Huleespuma']}, {'': ['Peso máximo soportado por cama', '250 kg']}, {'': ['Modelo', 'Magna']}, {'': ['Requiere ensamblado', 'Sí']}, {'': ['Peso', '50 kg']}, {'': ['Ancho', '136 cm']}, {'': ['Con cajones', 'No']}]","Comodidad y estilo para dormir, descansar, leer tu libro preferido o mirar una serie en la televisión."
MLM2342465004,Cama Camita Infantil Con Colchon Paw Patrol Patrulla Canina,1148896440,3960.0,14,https://articulo.mercadolibre.com.mx/MLM-2342465004-cama-camita-infantil-con-colchon-paw-patrol-patrulla-canina-_JM,2023-07-18T18:39:02.000Z,2024-01-11T22:04:00.000Z,,MLM121838,92,"[{'': ['Tamaño de la cama', 'Toddler (Para niños de 15 meses hasta los 5 años)']}, {'': ['Tipo de cama', 'Temática']}, {'': ['Marca', 'Delta Children']}, {'': ['Color', 'Azul']}, {'': ['Altura', '67 cm']}, {'': ['Condición del ítem', 'Nuevo']}, {'': ['Largo', '135 cm']}, {'': ['Color principal', 'Azul']}, {'': ['Materiales', 'Plástico,Tubosdemetal']}, {'': ['Peso máximo soportado por cama', '30 kg']}, {'': ['Modelo', 'BB86994PW']}, {'': ['Requiere ensamblado', 'Sí']}, {'': ['Peso', None]}, {'': ['Ancho', '75 cm']}]","Comodidad y estilo para dormir, descansar, leer tu libro preferido o mirar una serie en la televisión."
MLM2416984524,Cama Recamara Base Box Cabecera Toscan Chocolate Matrimonial Color Marrón,294130696,4099.0,98,https://articulo.mercadolibre.com.mx/MLM-2416984524-cama-recamara-base-box-cabecera-toscan-chocolate-matrimonial-color-marron-_JM,2023-08-16T11:20:36.000Z,2024-01-07T04:00:54.000Z,,MLM121838,11,"[{'': ['Tamaño de la cama', 'Matrimonial']}, {'': ['Tipo de cama', 'Clásica']}, {'': ['Marca', 'Cima']}, {'': ['Color', 'Marrón']}, {'': ['Código universal de producto', '7034260606088']}, {'': ['Altura', '25 cm']}, {'': ['Condición del ítem', 'Nuevo']}, {'': ['Largo', '190 cm']}, {'': ['Color principal', 'Marrón']}, {'': ['Materiales', 'Lino,Madera,Tela']}, {'': ['Peso máximo soportado por cama', '250 kg']}, {'': ['Modelo', 'Toscana']}, {'': ['Requiere ensamblado', 'Sí']}, {'': ['SKU', 'RATC012']}, {'': ['Peso', '30 kg']}, {'': ['Ancho', '135 cm']}]","Comodidad y estilo para dormir, descansar, leer tu libro preferido o mirar una serie en la televisión."
MLM1933863435,Cama Recamara - Base Box Cabecera Tapiz Gris Queen Size,294130696,3879.03,487,https://articulo.mercadolibre.com.mx/MLM-1933863435-cama-recamara-base-box-cabecera-tapiz-gris-queen-size-_JM,2023-08-16T11:05:52.000Z,2024-01-11T04:00:56.000Z,,MLM121838,65,"[{'': ['Tamaño de la cama', 'Queen']}, {'': ['Tipo de cama', 'Clásica']}, {'': ['Marca', 'Cima']}, {'': ['Color', 'Gris']}, {'': ['Altura', '25 cm']}, {'': ['Condición del ítem', 'Nuevo']}, {'': ['Largo', '190 cm']}, {'': ['Color principal', 'Gris']}, {'': ['Materiales', 'Lino,Madera,Tela']}, {'': ['Peso máximo soportado por cama', '200 kg']}, {'': ['Modelo', 'Italia']}, {'': ['Requiere ensamblado', 'Sí']}, {'': ['SKU', 'RAIG013']}, {'': ['Peso', '33 kg']}, {'': ['Ancho', '150 cm']}]","Comodidad y estilo para dormir, descansar, leer tu libro preferido o mirar una serie en la televisión."
MLM1964916163,Recamara - Base Y Cabecera Madera Tapiz Gris King Size,294130696,4267.03,467,https://articulo.mercadolibre.com.mx/MLM-1964916163-recamara-base-y-cabecera-madera-tapiz-gris-king-size-_JM,2023-10-17T16:17:55.000Z,2024-01-12T06:28:54.804Z,,MLM121838,185,"[{'': ['Es litera', 'No']}, {'': ['Tamaño de la cama', 'King']}, {'': ['Tipo de cama', 'Moderna']}, {'': ['Marca', 'Cima']}, {'': ['Color', 'Gris']}, {'': ['Altura', '25 cm']}, {'': ['Condición del ítem', 'Nuevo']}, {'': ['Largo', '190 cm']}, {'': ['Color principal', 'Gris']}, {'': ['Materiales', 'Madera,Linogris,Huleespuma']}, {'': ['Peso máximo soportado por cama', '250 kg']}, {'': ['Modelo', 'Magna']}, {'': ['Requiere ensamblado', 'Sí']}, {'': ['Peso', '40 kg']}, {'': ['Ancho', '200 cm']}, {'': ['Con cajones', 'No']}]","Comodidad y estilo para dormir, descansar, leer tu libro preferido o mirar una serie en la televisión."
MLM2404627536,"Base Plegable, Cama King Size En Caja Para Colchón Color Negro",459208892,3399.0,124,https://articulo.mercadolibre.com.mx/MLM-2404627536-base-plegable-cama-king-size-en-caja-para-colchon-color-negro-_JM,2023-08-08T08:46:36.000Z,2024-01-12T06:02:47.000Z,,MLM121838,202,"[{'': ['Tamaño de la cama', 'King']}, {'': ['Tipo de cama', 'Plegable']}, {'': ['Marca', 'Atlas Basics']}, {'': ['Color', 'Negro']}, {'': ['Altura', '36 cm']}, {'': ['Condición del ítem', 'Nuevo']}, {'': ['Largo', '192 cm']}, {'': ['Color principal', 'Negro']}, {'': ['Materiales', 'Acero,base cama queen size,base de cama individual,Base matrimonial,Cabecera individual,Cama plegable,Colchon matrimoniales oferta,sillon cama,Sillones para recamara,Sofa cama plegable']}, {'': ['Peso máximo soportado por cama', '200 kg']}, {'': ['Modelo', 'Cama en Caja']}, {'': ['Requiere ensamblado', 'Sí']}, {'': ['SKU', '2428004']}, {'': ['Peso', '20 kg']}, {'': ['Ancho', '203 cm']}]","Comodidad y estilo para dormir, descansar, leer tu libro preferido o mirar una serie en la televisión."
MLM2581487578,"Base Plegable, Cama Matrimonial En Caja Para Colchón Color Negro",459208892,2499.0,107,https://articulo.mercadolibre.com.mx/MLM-2581487578-base-plegable-cama-matrimonial-en-caja-para-colchon-color-negro-_JM,2023-10-01T09:13:55.000Z,2024-01-12T06:00:18.000Z,,MLM121838,309,"[{'': ['Tamaño de la cama', 'Matrimonial']}, {'': ['Tipo de cama', 'Plegable']}, {'': ['Marca', 'Atlas Basics']}, {'': ['Color', 'Negro']}, {'': ['Altura', '36 cm']}, {'': ['Condición del ítem', 'Nuevo']}, {'': ['Largo', '188 cm']}, {'': ['Color principal', 'Negro']}, {'': ['Materiales', 'Acero,base cama queen size,base de cama individual,base matrimonial,cabecera individual,cama plegable,Colchon matrimoniales oferta,sillon cama,sillones para recamara,Sofa cama plegable']}, {'': ['Peso máximo soportado por cama', '200 kg']}, {'': ['Modelo', 'Cama en Caja']}, {'': ['Requiere ensamblado', 'Sí']}, {'': ['SKU', '2428002']}, {'': ['Peso', '15 kg']}, {'': ['Ancho', '134 cm']}]","La base de cama plegable es la solución perfecta para crear un espacio cómodo y práctico. Olvídate de las bases de cama convencionales y da la bienvenida a esta innovadora base de cama plegable. Es resistente, segura, fácil de montar y proporciona un amplio espacio de almacenamiento debajo de la cama. Esta base de cama ofrece un soporte firme y seguro para todos los tipos de colchones. 

Montaje sencillo y rápido: 
1. Abre la caja y extrae la estructura. 
2. Despliega la base y utiliza las herramientas incluidas para asegurar tu base plegable. 
3. Coloca la base en el lugar y posición deseada, coloca tu colchón y prepárate para un descanso profundo. 

Espacio de almacenamiento debajo de la cama:
La base de cama tiene una altura de 36 cm, proporcionando un espacio libre bastante amplio para almacenar cajas adicionales, zapatos, ropa y mucho más.

Características:
1. Soportes laterales: Proporcionan una mayor estabilidad.
2. Base de cama plegable: Práctica y fácil de trasladar.
3. Materiales: Fabricada de acero y pintura electroestática de alta calidad que asegura su durabilidad.
4. Medidas: 134x 188 x36 cm y soporta hasta 200 kg.

Reemplaza tu base de cama grande y difícil de mover por esta base de cama plegable que es fácil de montar, trasladar y usar. Esta base de cama ofrece una estabilidad completa y proporciona un soporte firme a tu colchón."
MLM2667868914,Cama Eléctrica + Colchón Memory Foam En Caja Individual Cora Color Blanco,459208892,16759.0,63,https://articulo.mercadolibre.com.mx/MLM-2667868914-cama-electrica-colchon-memory-foam-en-caja-individual-cora-color-blanco-_JM,2023-11-11T00:04:25.000Z,2024-01-12T13:03:04.000Z,,MLM455214,44,"[{'': ['Tamaño de la cama', 'Individual']}, {'': ['Tipo de cama', 'Cama Eléctrica']}, {'': ['Marca', 'Atlas Colchones']}, {'': ['Color', 'Blanco']}, {'': ['Código universal de producto', '7508304651650']}, {'': ['Altura', '19 cm']}, {'': ['Condición del ítem', 'Nuevo']}, {'': ['Largo', '190 cm']}, {'': ['Color principal', 'Blanco']}, {'': ['Materiales', 'Bases para cama,Cama alta,Cama hospitalaria,Cama plegable']}, {'': ['Peso máximo soportado por cama', None]}, {'': ['Modelo', 'Cora']}, {'': ['Requiere ensamblado', 'Sí']}, {'': ['SKU', '2422021C']}, {'': ['Peso', None]}, {'': ['Ancho', '100 cm']}]","Comodidad y estilo para dormir, descansar, leer tu libro preferido o mirar una serie en la televisión."
